Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	dN with Chicken	dS with Chicken
ENSTGUG00000026396	ENSTGUG00000026396.1	ENSTGUT00000032319	ENSTGUT00000032319.1		
ENSTGUG00000002234	ENSTGUG00000002234.2	ENSTGUT00000002323	ENSTGUT00000002323.2	0.1	1.0727
ENSTGUG00000020773	ENSTGUG00000020773.1	ENSTGUT00000022773	ENSTGUT00000022773.1	0.4023	32.3052
ENSTGUG00000025229	ENSTGUG00000025229.1	ENSTGUT00000033307	ENSTGUT00000033307.1	0.4799	75.1099
ENSTGUG00000025229	ENSTGUG00000025229.1	ENSTGUT00000029810	ENSTGUT00000029810.1	0.4799	75.1099
ENSTGUG00000025229	ENSTGUG00000025229.1	ENSTGUT00000020640	ENSTGUT00000020640.1	0.4799	75.1099
ENSTGUG00000025229	ENSTGUG00000025229.1	ENSTGUT00000024713	ENSTGUT00000024713.1	0.4799	75.1099
ENSTGUG00000025229	ENSTGUG00000025229.1	ENSTGUT00000032295	ENSTGUT00000032295.1	0.4799	75.1099
ENSTGUG00000029667	ENSTGUG00000029667.1	ENSTGUT00000025113	ENSTGUT00000025113.1	0.4085	0.9046
ENSTGUG00000000674	ENSTGUG00000000674.2	ENSTGUT00000000695	ENSTGUT00000000695.2		
ENSTGUG00000017123	ENSTGUG00000017123.2	ENSTGUT00000017802	ENSTGUT00000017802.2	0.1074	0.8154
ENSTGUG00000017123	ENSTGUG00000017123.2	ENSTGUT00000030421	ENSTGUT00000030421.1	0.1074	0.8154
ENSTGUG00000023678	ENSTGUG00000023678.1	ENSTGUT00000037658	ENSTGUT00000037658.1		
ENSTGUG00000023678	ENSTGUG00000023678.1	ENSTGUT00000036839	ENSTGUT00000036839.1		
ENSTGUG00000008355	ENSTGUG00000008355.2	ENSTGUT00000008705	ENSTGUT00000008705.2	0.135	0.8884
ENSTGUG00000008355	ENSTGUG00000008355.2	ENSTGUT00000040480	ENSTGUT00000040480.1	0.135	0.8884
ENSTGUG00000008355	ENSTGUG00000008355.2	ENSTGUT00000021864	ENSTGUT00000021864.1	0.135	0.8884
ENSTGUG00000008355	ENSTGUG00000008355.2	ENSTGUT00000027857	ENSTGUT00000027857.1	0.135	0.8884
ENSTGUG00000000230	ENSTGUG00000000230.2	ENSTGUT00000000237	ENSTGUT00000000237.2	0.0678	1.271
ENSTGUG00000003869	ENSTGUG00000003869.2	ENSTGUT00000029053	ENSTGUT00000029053.1	0.0127	0.4752
ENSTGUG00000003869	ENSTGUG00000003869.2	ENSTGUT00000043832	ENSTGUT00000043832.1	0.0127	0.4752
ENSTGUG00000003869	ENSTGUG00000003869.2	ENSTGUT00000038890	ENSTGUT00000038890.1	0.0127	0.4752
ENSTGUG00000015682	ENSTGUG00000015682.2	ENSTGUT00000016335	ENSTGUT00000016335.2		
ENSTGUG00000023965	ENSTGUG00000023965.1	ENSTGUT00000022842	ENSTGUT00000022842.1	0.35	1.7342
ENSTGUG00000025038	ENSTGUG00000025038.1	ENSTGUT00000027274	ENSTGUT00000027274.1		
ENSTGUG00000025916	ENSTGUG00000025916.1	ENSTGUT00000022315	ENSTGUT00000022315.1	0.0262	0.7684
ENSTGUG00000006888	ENSTGUG00000006888.2	ENSTGUT00000007181	ENSTGUT00000007181.2	0.0188	0.303
ENSTGUG00000006888	ENSTGUG00000006888.2	ENSTGUT00000039189	ENSTGUT00000039189.1	0.0188	0.303
ENSTGUG00000022791	ENSTGUG00000022791.1	ENSTGUT00000028477	ENSTGUT00000028477.1		
ENSTGUG00000022791	ENSTGUG00000022791.1	ENSTGUT00000025665	ENSTGUT00000025665.1		
ENSTGUG00000022791	ENSTGUG00000022791.1	ENSTGUT00000029476	ENSTGUT00000029476.1		
ENSTGUG00000029361	ENSTGUG00000029361.1	ENSTGUT00000033814	ENSTGUT00000033814.1		
ENSTGUG00000000015	ENSTGUG00000000015.2	ENSTGUT00000000013	ENSTGUT00000000013.2		
ENSTGUG00000026478	ENSTGUG00000026478.1	ENSTGUT00000030727	ENSTGUT00000030727.1		
ENSTGUG00000026478	ENSTGUG00000026478.1	ENSTGUT00000035187	ENSTGUT00000035187.1		
ENSTGUG00000027507	ENSTGUG00000027507.1	ENSTGUT00000028048	ENSTGUT00000028048.1	0.3515	1.839
ENSTGUG00000027507	ENSTGUG00000027507.1	ENSTGUT00000024450	ENSTGUT00000024450.1	0.3515	1.839
ENSTGUG00000024834	ENSTGUG00000024834.1	ENSTGUT00000044548	ENSTGUT00000044548.1		
ENSTGUG00000029609	ENSTGUG00000029609.1	ENSTGUT00000023022	ENSTGUT00000023022.1		
ENSTGUG00000026924	ENSTGUG00000026924.1	ENSTGUT00000036072	ENSTGUT00000036072.1		
ENSTGUG00000023863	ENSTGUG00000023863.1	ENSTGUT00000035644	ENSTGUT00000035644.1	0.0547	0.32
ENSTGUG00000020225	ENSTGUG00000020225.1	ENSTGUT00000043582	ENSTGUT00000043582.1		
ENSTGUG00000026669	ENSTGUG00000026669.1	ENSTGUT00000046247	ENSTGUT00000046247.1		
ENSTGUG00000002566	ENSTGUG00000002566.2	ENSTGUT00000002672	ENSTGUT00000002672.2		
ENSTGUG00000002566	ENSTGUG00000002566.2	ENSTGUT00000002672	ENSTGUT00000002672.2		
ENSTGUG00000002566	ENSTGUG00000002566.2	ENSTGUT00000039983	ENSTGUT00000039983.1		
ENSTGUG00000002566	ENSTGUG00000002566.2	ENSTGUT00000039983	ENSTGUT00000039983.1		
ENSTGUG00000002566	ENSTGUG00000002566.2	ENSTGUT00000031574	ENSTGUT00000031574.1		
ENSTGUG00000002566	ENSTGUG00000002566.2	ENSTGUT00000031574	ENSTGUT00000031574.1		
ENSTGUG00000020579	ENSTGUG00000020579.1	ENSTGUT00000022123	ENSTGUT00000022123.1		
ENSTGUG00000021841	ENSTGUG00000021841.1	ENSTGUT00000038104	ENSTGUT00000038104.1	0.1654	0.892
ENSTGUG00000028273	ENSTGUG00000028273.1	ENSTGUT00000041763	ENSTGUT00000041763.1		
ENSTGUG00000026909	ENSTGUG00000026909.1	ENSTGUT00000037977	ENSTGUT00000037977.1	0.7364	3.5517
ENSTGUG00000023174	ENSTGUG00000023174.1	ENSTGUT00000026679	ENSTGUT00000026679.1	0.0786	1.1986
ENSTGUG00000027541	ENSTGUG00000027541.1	ENSTGUT00000034417	ENSTGUT00000034417.1	0.0294	0.2447
ENSTGUG00000001565	ENSTGUG00000001565.2	ENSTGUT00000001632	ENSTGUT00000001632.2	0.0789	0.7745
ENSTGUG00000028686	ENSTGUG00000028686.1	ENSTGUT00000030709	ENSTGUT00000030709.1		
ENSTGUG00000008535	ENSTGUG00000008535.2	ENSTGUT00000008888	ENSTGUT00000008888.2	0.0261	0.3462
ENSTGUG00000000220	ENSTGUG00000000220.2	ENSTGUT00000044624	ENSTGUT00000044624.1		
ENSTGUG00000000220	ENSTGUG00000000220.2	ENSTGUT00000000233	ENSTGUT00000000233.2		
ENSTGUG00000017133	ENSTGUG00000017133.2	ENSTGUT00000017826	ENSTGUT00000017826.2	0.0461	0.6251
ENSTGUG00000017133	ENSTGUG00000017133.2	ENSTGUT00000032705	ENSTGUT00000032705.1	0.0461	0.6251
ENSTGUG00000021241	ENSTGUG00000021241.1	ENSTGUT00000023646	ENSTGUT00000023646.1	0.121	1.9618
ENSTGUG00000021241	ENSTGUG00000021241.1	ENSTGUT00000041085	ENSTGUT00000041085.1	0.121	1.9618
ENSTGUG00000024319	ENSTGUG00000024319.1	ENSTGUT00000040115	ENSTGUT00000040115.1		
ENSTGUG00000017804	ENSTGUG00000017804.2	ENSTGUT00000018491	ENSTGUT00000018491.2		
ENSTGUG00000018870	ENSTGUG00000018870.1	ENSTGUT00000040728	ENSTGUT00000040728.1		
ENSTGUG00000003619	ENSTGUG00000003619.2	ENSTGUT00000024873	ENSTGUT00000024873.1	0.0034	0.9781
ENSTGUG00000003619	ENSTGUG00000003619.2	ENSTGUT00000003771	ENSTGUT00000003771.2	0.0034	0.9781
ENSTGUG00000025530	ENSTGUG00000025530.1	ENSTGUT00000046063	ENSTGUT00000046063.1		
ENSTGUG00000006004	ENSTGUG00000006004.2	ENSTGUT00000032770	ENSTGUT00000032770.1	0.0674	0.5644
ENSTGUG00000006004	ENSTGUG00000006004.2	ENSTGUT00000006259	ENSTGUT00000006259.2	0.0674	0.5644
ENSTGUG00000005980	ENSTGUG00000005980.2	ENSTGUT00000021003	ENSTGUT00000021003.1	0.0175	0.5474
ENSTGUG00000005980	ENSTGUG00000005980.2	ENSTGUT00000030879	ENSTGUT00000030879.1	0.0175	0.5474
ENSTGUG00000005980	ENSTGUG00000005980.2	ENSTGUT00000006232	ENSTGUT00000006232.2	0.0175	0.5474
ENSTGUG00000009534	ENSTGUG00000009534.2	ENSTGUT00000026639	ENSTGUT00000026639.1	0.1224	0.3019
ENSTGUG00000009534	ENSTGUG00000009534.2	ENSTGUT00000036049	ENSTGUT00000036049.1	0.1224	0.3019
ENSTGUG00000009534	ENSTGUG00000009534.2	ENSTGUT00000009930	ENSTGUT00000009930.2	0.1224	0.3019
ENSTGUG00000009534	ENSTGUG00000009534.2	ENSTGUT00000037856	ENSTGUT00000037856.1	0.1224	0.3019
ENSTGUG00000025114	ENSTGUG00000025114.1	ENSTGUT00000023447	ENSTGUT00000023447.1		
ENSTGUG00000029592	ENSTGUG00000029592.1	ENSTGUT00000042751	ENSTGUT00000042751.1		
ENSTGUG00000011218	ENSTGUG00000011218.2	ENSTGUT00000011688	ENSTGUT00000011688.2	0.2795	0.6473
ENSTGUG00000026800	ENSTGUG00000026800.1	ENSTGUT00000031999	ENSTGUT00000031999.1		
ENSTGUG00000015188	ENSTGUG00000015188.2	ENSTGUT00000040671	ENSTGUT00000040671.1	0.1361	0.7994
ENSTGUG00000015188	ENSTGUG00000015188.2	ENSTGUT00000030927	ENSTGUT00000030927.1	0.1361	0.7994
ENSTGUG00000015188	ENSTGUG00000015188.2	ENSTGUT00000028327	ENSTGUT00000028327.1	0.1361	0.7994
ENSTGUG00000015188	ENSTGUG00000015188.2	ENSTGUT00000037244	ENSTGUT00000037244.1	0.1361	0.7994
ENSTGUG00000015188	ENSTGUG00000015188.2	ENSTGUT00000019736	ENSTGUT00000019736.1	0.1361	0.7994
ENSTGUG00000015188	ENSTGUG00000015188.2	ENSTGUT00000035320	ENSTGUT00000035320.1	0.1361	0.7994
ENSTGUG00000015188	ENSTGUG00000015188.2	ENSTGUT00000033426	ENSTGUT00000033426.1	0.1361	0.7994
ENSTGUG00000015188	ENSTGUG00000015188.2	ENSTGUT00000032194	ENSTGUT00000032194.1	0.1361	0.7994
ENSTGUG00000015188	ENSTGUG00000015188.2	ENSTGUT00000015815	ENSTGUT00000015815.2	0.1361	0.7994
ENSTGUG00000001352	ENSTGUG00000001352.2	ENSTGUT00000038932	ENSTGUT00000038932.1	0.0123	0.2562
ENSTGUG00000001352	ENSTGUG00000001352.2	ENSTGUT00000001409	ENSTGUT00000001409.2	0.0123	0.2562
ENSTGUG00000001352	ENSTGUG00000001352.2	ENSTGUT00000021438	ENSTGUT00000021438.1	0.0123	0.2562
ENSTGUG00000005357	ENSTGUG00000005357.2	ENSTGUT00000005609	ENSTGUT00000005609.2	0.0436	0.5174
ENSTGUG00000010663	ENSTGUG00000010663.2	ENSTGUT00000027580	ENSTGUT00000027580.1		
ENSTGUG00000010663	ENSTGUG00000010663.2	ENSTGUT00000022063	ENSTGUT00000022063.1		
ENSTGUG00000010663	ENSTGUG00000010663.2	ENSTGUT00000011108	ENSTGUT00000011108.2		
ENSTGUG00000010663	ENSTGUG00000010663.2	ENSTGUT00000011110	ENSTGUT00000011110.2		
ENSTGUG00000027785	ENSTGUG00000027785.1	ENSTGUT00000037906	ENSTGUT00000037906.1	0.0854	0.9226
ENSTGUG00000023319	ENSTGUG00000023319.1	ENSTGUT00000033194	ENSTGUT00000033194.1		
ENSTGUG00000020311	ENSTGUG00000020311.1	ENSTGUT00000041926	ENSTGUT00000041926.1		
ENSTGUG00000008914	ENSTGUG00000008914.2	ENSTGUT00000009277	ENSTGUT00000009277.2	0.4822	1.2533
ENSTGUG00000007772	ENSTGUG00000007772.2	ENSTGUT00000008127	ENSTGUT00000008127.2	0.1516	0.4452
ENSTGUG00000007772	ENSTGUG00000007772.2	ENSTGUT00000008127	ENSTGUT00000008127.2	0.1381	0.4108
ENSTGUG00000018594	ENSTGUG00000018594.2	ENSTGUT00000019310	ENSTGUT00000019310.2		
ENSTGUG00000024453	ENSTGUG00000024453.1	ENSTGUT00000020066	ENSTGUT00000020066.1		
ENSTGUG00000028961	ENSTGUG00000028961.1	ENSTGUT00000032092	ENSTGUT00000032092.1		
ENSTGUG00000022513	ENSTGUG00000022513.1	ENSTGUT00000043015	ENSTGUT00000043015.1	0.329	1.1114
ENSTGUG00000021494	ENSTGUG00000021494.1	ENSTGUT00000030633	ENSTGUT00000030633.1	0.1309	3.1694
ENSTGUG00000025952	ENSTGUG00000025952.1	ENSTGUT00000040042	ENSTGUT00000040042.1		
ENSTGUG00000025952	ENSTGUG00000025952.1	ENSTGUT00000033279	ENSTGUT00000033279.1		
ENSTGUG00000025952	ENSTGUG00000025952.1	ENSTGUT00000033873	ENSTGUT00000033873.1		
ENSTGUG00000012686	ENSTGUG00000012686.2	ENSTGUT00000028135	ENSTGUT00000028135.1	0.1897	0.4026
ENSTGUG00000012686	ENSTGUG00000012686.2	ENSTGUT00000043465	ENSTGUT00000043465.1	0.1897	0.4026
ENSTGUG00000012686	ENSTGUG00000012686.2	ENSTGUT00000013206	ENSTGUT00000013206.2	0.1897	0.4026
ENSTGUG00000012686	ENSTGUG00000012686.2	ENSTGUT00000033495	ENSTGUT00000033495.1	0.1897	0.4026
ENSTGUG00000024340	ENSTGUG00000024340.1	ENSTGUT00000023709	ENSTGUT00000023709.1	0.0483	1.5504
ENSTGUG00000018089	ENSTGUG00000018089.2	ENSTGUT00000018776	ENSTGUT00000018776.2		
ENSTGUG00000025097	ENSTGUG00000025097.1	ENSTGUT00000032215	ENSTGUT00000032215.1		
ENSTGUG00000002220	ENSTGUG00000002220.2	ENSTGUT00000002320	ENSTGUT00000002320.2	0.1403	0.8554
ENSTGUG00000028582	ENSTGUG00000028582.1	ENSTGUT00000042496	ENSTGUT00000042496.1	0.0612	0.2474
ENSTGUG00000002562	ENSTGUG00000002562.2	ENSTGUT00000002660	ENSTGUT00000002660.2	0.2019	0.9321
ENSTGUG00000002562	ENSTGUG00000002562.2	ENSTGUT00000044619	ENSTGUT00000044619.1	0.2019	0.9321
ENSTGUG00000020944	ENSTGUG00000020944.1	ENSTGUT00000023401	ENSTGUT00000023401.1		
ENSTGUG00000020944	ENSTGUG00000020944.1	ENSTGUT00000043226	ENSTGUT00000043226.1		
ENSTGUG00000020944	ENSTGUG00000020944.1	ENSTGUT00000030132	ENSTGUT00000030132.1		
ENSTGUG00000020944	ENSTGUG00000020944.1	ENSTGUT00000019952	ENSTGUT00000019952.1		
ENSTGUG00000020944	ENSTGUG00000020944.1	ENSTGUT00000034467	ENSTGUT00000034467.1		
ENSTGUG00000021826	ENSTGUG00000021826.1	ENSTGUT00000028916	ENSTGUT00000028916.1		
ENSTGUG00000021826	ENSTGUG00000021826.1	ENSTGUT00000044890	ENSTGUT00000044890.1		
ENSTGUG00000006918	ENSTGUG00000006918.2	ENSTGUT00000007185	ENSTGUT00000007185.2	0.0793	0.2739
ENSTGUG00000029594	ENSTGUG00000029594.1	ENSTGUT00000037120	ENSTGUT00000037120.1	0.0941	4.1926
ENSTGUG00000025088	ENSTGUG00000025088.1	ENSTGUT00000035071	ENSTGUT00000035071.1	0.7641	1.453
ENSTGUG00000019049	ENSTGUG00000019049.1	ENSTGUT00000004050	ENSTGUT00000004050.2		
ENSTGUG00000019049	ENSTGUG00000019049.1	ENSTGUT00000040868	ENSTGUT00000040868.1		
ENSTGUG00000019049	ENSTGUG00000019049.1	ENSTGUT00000032717	ENSTGUT00000032717.1		
ENSTGUG00000021335	ENSTGUG00000021335.1	ENSTGUT00000046101	ENSTGUT00000046101.1		
ENSTGUG00000020074	ENSTGUG00000020074.1	ENSTGUT00000036915	ENSTGUT00000036915.1	0.1878	0.7721
ENSTGUG00000028869	ENSTGUG00000028869.1	ENSTGUT00000030667	ENSTGUT00000030667.1		
ENSTGUG00000028869	ENSTGUG00000028869.1	ENSTGUT00000040533	ENSTGUT00000040533.1		
ENSTGUG00000028869	ENSTGUG00000028869.1	ENSTGUT00000021587	ENSTGUT00000021587.1		
ENSTGUG00000016263	ENSTGUG00000016263.2	ENSTGUT00000015656	ENSTGUT00000015656.2	0.5683	1.4139
ENSTGUG00000016263	ENSTGUG00000016263.2	ENSTGUT00000016902	ENSTGUT00000016902.2	0.5683	1.4139
ENSTGUG00000016263	ENSTGUG00000016263.2	ENSTGUT00000019704	ENSTGUT00000019704.1	0.5683	1.4139
ENSTGUG00000008369	ENSTGUG00000008369.2	ENSTGUT00000008720	ENSTGUT00000008720.2		
ENSTGUG00000017156	ENSTGUG00000017156.2	ENSTGUT00000017845	ENSTGUT00000017845.2	0.1891	0.8043
ENSTGUG00000019038	ENSTGUG00000019038.1	ENSTGUT00000030278	ENSTGUT00000030278.1		
ENSTGUG00000019038	ENSTGUG00000019038.1	ENSTGUT00000019947	ENSTGUT00000019947.1		
ENSTGUG00000001356	ENSTGUG00000001356.2	ENSTGUT00000001420	ENSTGUT00000001420.2	0.0092	0.2213
ENSTGUG00000001356	ENSTGUG00000001356.2	ENSTGUT00000029759	ENSTGUT00000029759.1	0.0092	0.2213
ENSTGUG00000006921	ENSTGUG00000006921.2	ENSTGUT00000007221	ENSTGUT00000007221.2	0.0376	0.2673
ENSTGUG00000022492	ENSTGUG00000022492.1	ENSTGUT00000033625	ENSTGUT00000033625.1	0.0864	0.8698
ENSTGUG00000005406	ENSTGUG00000005406.2	ENSTGUT00000005616	ENSTGUT00000005616.2	0.1392	1.1562
ENSTGUG00000026523	ENSTGUG00000026523.1	ENSTGUT00000040583	ENSTGUT00000040583.1	0.9894	67.4371
ENSTGUG00000026523	ENSTGUG00000026523.1	ENSTGUT00000025935	ENSTGUT00000025935.1	0.9894	67.4371
ENSTGUG00000025490	ENSTGUG00000025490.1	ENSTGUT00000037997	ENSTGUT00000037997.1	0.0786	0.3672
ENSTGUG00000025490	ENSTGUG00000025490.1	ENSTGUT00000025044	ENSTGUT00000025044.1	0.0786	0.3672
ENSTGUG00000007818	ENSTGUG00000007818.2	ENSTGUT00000008173	ENSTGUT00000008173.2	0.0195	0.3731
ENSTGUG00000023444	ENSTGUG00000023444.1	ENSTGUT00000038828	ENSTGUT00000038828.1		
ENSTGUG00000023444	ENSTGUG00000023444.1	ENSTGUT00000022635	ENSTGUT00000022635.1		
ENSTGUG00000001581	ENSTGUG00000001581.2	ENSTGUT00000001644	ENSTGUT00000001644.2	0.0227	0.3627
ENSTGUG00000001581	ENSTGUG00000001581.2	ENSTGUT00000032509	ENSTGUT00000032509.1	0.0227	0.3627
ENSTGUG00000029143	ENSTGUG00000029143.1	ENSTGUT00000034120	ENSTGUT00000034120.1	0.1166	1.4677
ENSTGUG00000029143	ENSTGUG00000029143.1	ENSTGUT00000034120	ENSTGUT00000034120.1	0.289	1.8727
ENSTGUG00000003445	ENSTGUG00000003445.2	ENSTGUT00000037107	ENSTGUT00000037107.1	0.0274	0.3302
ENSTGUG00000003445	ENSTGUG00000003445.2	ENSTGUT00000041098	ENSTGUT00000041098.1	0.0274	0.3302
ENSTGUG00000003445	ENSTGUG00000003445.2	ENSTGUT00000003630	ENSTGUT00000003630.2	0.0274	0.3302
ENSTGUG00000003445	ENSTGUG00000003445.2	ENSTGUT00000029176	ENSTGUT00000029176.1	0.0274	0.3302
ENSTGUG00000003445	ENSTGUG00000003445.2	ENSTGUT00000043358	ENSTGUT00000043358.1	0.0274	0.3302
ENSTGUG00000003445	ENSTGUG00000003445.2	ENSTGUT00000020924	ENSTGUT00000020924.1	0.0274	0.3302
ENSTGUG00000004172	ENSTGUG00000004172.2	ENSTGUT00000004394	ENSTGUT00000004394.2	0.0622	0.8495
ENSTGUG00000002545	ENSTGUG00000002545.2	ENSTGUT00000002641	ENSTGUT00000002641.2	0.1137	0.372
ENSTGUG00000017337	ENSTGUG00000017337.2	ENSTGUT00000043474	ENSTGUT00000043474.1		
ENSTGUG00000017337	ENSTGUG00000017337.2	ENSTGUT00000018017	ENSTGUT00000018017.2		
ENSTGUG00000008696	ENSTGUG00000008696.2	ENSTGUT00000042311	ENSTGUT00000042311.1	0.13	0.4755
ENSTGUG00000008696	ENSTGUG00000008696.2	ENSTGUT00000009072	ENSTGUT00000009072.2	0.13	0.4755
ENSTGUG00000008696	ENSTGUG00000008696.2	ENSTGUT00000043453	ENSTGUT00000043453.1	0.13	0.4755
ENSTGUG00000007582	ENSTGUG00000007582.2	ENSTGUT00000039922	ENSTGUT00000039922.1	0.0477	0.803
ENSTGUG00000007582	ENSTGUG00000007582.2	ENSTGUT00000007894	ENSTGUT00000007894.2	0.0477	0.803
ENSTGUG00000006067	ENSTGUG00000006067.2	ENSTGUT00000006296	ENSTGUT00000006296.2	0.054	0.5418
ENSTGUG00000021005	ENSTGUG00000021005.1	ENSTGUT00000041765	ENSTGUT00000041765.1		
ENSTGUG00000028887	ENSTGUG00000028887.1	ENSTGUT00000031052	ENSTGUT00000031052.1		
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3974	1.8062
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3571	2.2441
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3544	2.7279
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3614	1.4428
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.368	1.446
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3542	1.2826
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.336	1.6884
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3577	1.5204
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3532	1.3044
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3674	2.3435
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3334	1.3423
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3846	1.5884
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3485	1.5031
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.4055	1.629
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3291	1.8211
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3424	1.5407
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.353	1.3907
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3309	1.498
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3339	1.399
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3474	2.1493
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3647	2.0479
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3148	1.4872
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.324	2.0024
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3112	1.8193
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.4178	1.8733
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3894	2.4535
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.4155	1.8789
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3334	1.3423
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3521	1.6772
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3405	1.8486
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3555	1.9278
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3564	1.3696
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.4178	1.8733
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3268	1.345
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3226	1.7371
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3948	1.504
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3576	1.4396
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3533	1.4116
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3012	1.6405
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3364	1.646
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3323	1.4957
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3533	1.4116
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3758	1.58
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3526	1.3635
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3784	2.6452
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3364	1.646
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.384	1.5361
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3593	1.6314
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.4011	1.3446
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3599	1.3779
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3799	1.518
ENSTGUG00000023012	ENSTGUG00000023012.1	ENSTGUT00000032504	ENSTGUT00000032504.1	0.3381	1.3265
