Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	dN with Rat	dS with Rat
ENSMUSG00000115304	ENSMUSG00000115304.1	ENSMUST00000228197	ENSMUST00000228197.1		
ENSMUSG00000104776	ENSMUSG00000104776.1	ENSMUST00000196625	ENSMUST00000196625.1		
ENSMUSG00000073018	ENSMUSG00000073018.6	ENSMUST00000114185	ENSMUST00000114185.3		
ENSMUSG00000073018	ENSMUSG00000073018.6	ENSMUST00000238902	ENSMUST00000238902.1		
ENSMUSG00000041681	ENSMUSG00000041681.2	ENSMUST00000041993	ENSMUST00000041993.2	0.0532	0.204
ENSMUSG00000041681	ENSMUSG00000041681.2	ENSMUST00000141583	ENSMUST00000141583.1	0.0532	0.204
ENSMUSG00000032534	ENSMUSG00000032534.18	ENSMUST00000162655	ENSMUST00000162655.8	0.0359	0.1122
ENSMUSG00000032534	ENSMUSG00000032534.18	ENSMUST00000093791	ENSMUST00000093791.9	0.0359	0.1122
ENSMUSG00000032534	ENSMUSG00000032534.18	ENSMUST00000191074	ENSMUST00000191074.1	0.0359	0.1122
ENSMUSG00000032534	ENSMUSG00000032534.18	ENSMUST00000216281	ENSMUST00000216281.1	0.0359	0.1122
ENSMUSG00000032534	ENSMUSG00000032534.18	ENSMUST00000162960	ENSMUST00000162960.7	0.0359	0.1122
ENSMUSG00000032534	ENSMUSG00000032534.18	ENSMUST00000160512	ENSMUST00000160512.1	0.0359	0.1122
ENSMUSG00000032534	ENSMUSG00000032534.18	ENSMUST00000215253	ENSMUST00000215253.1	0.0359	0.1122
ENSMUSG00000032534	ENSMUSG00000032534.18	ENSMUST00000213636	ENSMUST00000213636.1	0.0359	0.1122
ENSMUSG00000032534	ENSMUSG00000032534.18	ENSMUST00000159100	ENSMUST00000159100.1	0.0359	0.1122
ENSMUSG00000032534	ENSMUSG00000032534.18	ENSMUST00000161645	ENSMUST00000161645.7	0.0359	0.1122
ENSMUSG00000032534	ENSMUSG00000032534.18	ENSMUST00000162297	ENSMUST00000162297.1	0.0359	0.1122
ENSMUSG00000039768	ENSMUSG00000039768.16	ENSMUST00000062904	ENSMUST00000062904.10	0.0056	0.2532
ENSMUSG00000039768	ENSMUSG00000039768.16	ENSMUST00000139555	ENSMUST00000139555.7	0.0056	0.2532
ENSMUSG00000039768	ENSMUSG00000039768.16	ENSMUST00000133959	ENSMUST00000133959.7	0.0056	0.2532
ENSMUSG00000039768	ENSMUSG00000039768.16	ENSMUST00000128582	ENSMUST00000128582.7	0.0056	0.2532
ENSMUSG00000039768	ENSMUSG00000039768.16	ENSMUST00000139069	ENSMUST00000139069.7	0.0056	0.2532
ENSMUSG00000039768	ENSMUSG00000039768.16	ENSMUST00000147625	ENSMUST00000147625.1	0.0056	0.2532
ENSMUSG00000039768	ENSMUSG00000039768.16	ENSMUST00000123551	ENSMUST00000123551.7	0.0056	0.2532
ENSMUSG00000039768	ENSMUSG00000039768.16	ENSMUST00000142198	ENSMUST00000142198.7	0.0056	0.2532
ENSMUSG00000039768	ENSMUSG00000039768.16	ENSMUST00000148048	ENSMUST00000148048.1	0.0056	0.2532
ENSMUSG00000039768	ENSMUSG00000039768.16	ENSMUST00000138738	ENSMUST00000138738.1	0.0056	0.2532
ENSMUSG00000039768	ENSMUSG00000039768.16	ENSMUST00000149337	ENSMUST00000149337.1	0.0056	0.2532
ENSMUSG00000039768	ENSMUSG00000039768.16	ENSMUST00000124955	ENSMUST00000124955.1	0.0056	0.2532
ENSMUSG00000107773	ENSMUSG00000107773.1	ENSMUST00000205010	ENSMUST00000205010.1		
ENSMUSG00000076463	ENSMUSG00000076463.2	ENSMUST00000103264	ENSMUST00000103264.2		
ENSMUSG00000020169	ENSMUSG00000020169.4	ENSMUST00000020378	ENSMUST00000020378.4	0.0289	0.2212
ENSMUSG00000107600	ENSMUSG00000107600.1	ENSMUST00000203226	ENSMUST00000203226.1		
ENSMUSG00000097907	ENSMUSG00000097907.2	ENSMUST00000181100	ENSMUST00000181100.1		
ENSMUSG00000097907	ENSMUSG00000097907.2	ENSMUST00000235300	ENSMUST00000235300.1		
ENSMUSG00000115589	ENSMUSG00000115589.1	ENSMUST00000228855	ENSMUST00000228855.1		
ENSMUSG00000118473	ENSMUSG00000118473.1	ENSMUST00000238611	ENSMUST00000238611.1		
ENSMUSG00000113090	ENSMUSG00000113090.1	ENSMUST00000220666	ENSMUST00000220666.1		
ENSMUSG00000113090	ENSMUSG00000113090.1	ENSMUST00000222306	ENSMUST00000222306.1		
ENSMUSG00000019838	ENSMUSG00000019838.11	ENSMUST00000092566	ENSMUST00000092566.7	0.0507	0.2857
ENSMUSG00000019838	ENSMUSG00000019838.11	ENSMUST00000213827	ENSMUST00000213827.1	0.0507	0.2857
ENSMUSG00000019838	ENSMUSG00000019838.11	ENSMUST00000213488	ENSMUST00000213488.1	0.0507	0.2857
ENSMUSG00000019838	ENSMUSG00000019838.11	ENSMUST00000217252	ENSMUST00000217252.1	0.0507	0.2857
ENSMUSG00000035228	ENSMUSG00000035228.15	ENSMUST00000208728	ENSMUST00000208728.1	0.0492	0.135
ENSMUSG00000035228	ENSMUSG00000035228.15	ENSMUST00000108571	ENSMUST00000108571.8	0.0492	0.135
ENSMUSG00000035228	ENSMUSG00000035228.15	ENSMUST00000208042	ENSMUST00000208042.1	0.0492	0.135
ENSMUSG00000035228	ENSMUSG00000035228.15	ENSMUST00000207974	ENSMUST00000207974.1	0.0492	0.135
ENSMUSG00000035228	ENSMUSG00000035228.15	ENSMUST00000208161	ENSMUST00000208161.1	0.0492	0.135
ENSMUSG00000035228	ENSMUSG00000035228.15	ENSMUST00000207215	ENSMUST00000207215.1	0.0492	0.135
ENSMUSG00000035228	ENSMUSG00000035228.15	ENSMUST00000045543	ENSMUST00000045543.7	0.0492	0.135
ENSMUSG00000110753	ENSMUSG00000110753.1	ENSMUST00000217189	ENSMUST00000217189.1		
ENSMUSG00000098796	ENSMUSG00000098796.2	ENSMUST00000184767	ENSMUST00000184767.2		
ENSMUSG00000020021	ENSMUSG00000020021.4	ENSMUST00000020208	ENSMUST00000020208.4	0.063	0.2497
ENSMUSG00000020021	ENSMUSG00000020021.4	ENSMUST00000141143	ENSMUST00000141143.1	0.063	0.2497
ENSMUSG00000020021	ENSMUSG00000020021.4	ENSMUST00000125535	ENSMUST00000125535.1	0.063	0.2497
ENSMUSG00000093756	ENSMUSG00000093756.1	ENSMUST00000175733	ENSMUST00000175733.1		
ENSMUSG00000110844	ENSMUSG00000110844.1	ENSMUST00000214084	ENSMUST00000214084.1		
ENSMUSG00000083067	ENSMUSG00000083067.1	ENSMUST00000117693	ENSMUST00000117693.1		
ENSMUSG00000036449	ENSMUSG00000036449.6	ENSMUST00000038482	ENSMUST00000038482.6	0.056	0.1729
ENSMUSG00000115561	ENSMUSG00000115561.1	ENSMUST00000227417	ENSMUST00000227417.1		
ENSMUSG00000081049	ENSMUSG00000081049.1	ENSMUST00000118723	ENSMUST00000118723.1		
ENSMUSG00000113211	ENSMUSG00000113211.1	ENSMUST00000220691	ENSMUST00000220691.1		
ENSMUSG00000113211	ENSMUSG00000113211.1	ENSMUST00000222527	ENSMUST00000222527.1		
ENSMUSG00000062518	ENSMUSG00000062518.7	ENSMUST00000117638	ENSMUST00000117638.1	0.2737	0.6065
ENSMUSG00000062518	ENSMUSG00000062518.7	ENSMUST00000117638	ENSMUST00000117638.1	0.2403	0.5014
ENSMUSG00000062518	ENSMUSG00000062518.7	ENSMUST00000117638	ENSMUST00000117638.1	0.2543	0.5299
ENSMUSG00000112242	ENSMUSG00000112242.1	ENSMUST00000217799	ENSMUST00000217799.1		
ENSMUSG00000076465	ENSMUSG00000076465.2	ENSMUST00000103266	ENSMUST00000103266.2	0.191	0.3383
ENSMUSG00000093510	ENSMUSG00000093510.1	ENSMUST00000177115	ENSMUST00000177115.1		
ENSMUSG00000002250	ENSMUSG00000002250.16	ENSMUST00000002320	ENSMUST00000002320.15	0.0075	0.3378
ENSMUSG00000002250	ENSMUSG00000002250.16	ENSMUST00000232879	ENSMUST00000232879.1	0.0075	0.3378
ENSMUSG00000002250	ENSMUSG00000002250.16	ENSMUST00000123020	ENSMUST00000123020.8	0.0075	0.3378
ENSMUSG00000002250	ENSMUSG00000002250.16	ENSMUST00000233761	ENSMUST00000233761.1	0.0075	0.3378
ENSMUSG00000002250	ENSMUSG00000002250.16	ENSMUST00000166744	ENSMUST00000166744.7	0.0075	0.3378
ENSMUSG00000002250	ENSMUSG00000002250.16	ENSMUST00000142226	ENSMUST00000142226.1	0.0075	0.3378
ENSMUSG00000002250	ENSMUSG00000002250.16	ENSMUST00000144200	ENSMUST00000144200.1	0.0075	0.3378
ENSMUSG00000002250	ENSMUSG00000002250.16	ENSMUST00000169040	ENSMUST00000169040.2	0.0075	0.3378
ENSMUSG00000002250	ENSMUSG00000002250.16	ENSMUST00000233383	ENSMUST00000233383.1	0.0075	0.3378
ENSMUSG00000060187	ENSMUSG00000060187.4	ENSMUST00000073834	ENSMUST00000073834.4		
ENSMUSG00000105808	ENSMUSG00000105808.1	ENSMUST00000197347	ENSMUST00000197347.1		
ENSMUSG00000107486	ENSMUSG00000107486.1	ENSMUST00000103265	ENSMUST00000103265.4		
ENSMUSG00000042564	ENSMUSG00000042564.13	ENSMUST00000187519	ENSMUST00000187519.6	0.2002	0.329
ENSMUSG00000042564	ENSMUSG00000042564.13	ENSMUST00000229064	ENSMUST00000229064.1	0.2002	0.329
ENSMUSG00000042564	ENSMUSG00000042564.13	ENSMUST00000191401	ENSMUST00000191401.6	0.2002	0.329
ENSMUSG00000042564	ENSMUSG00000042564.13	ENSMUST00000230366	ENSMUST00000230366.1	0.2002	0.329
ENSMUSG00000042564	ENSMUSG00000042564.13	ENSMUST00000230484	ENSMUST00000230484.1	0.2002	0.329
ENSMUSG00000042564	ENSMUSG00000042564.13	ENSMUST00000231122	ENSMUST00000231122.1	0.2002	0.329
ENSMUSG00000042564	ENSMUSG00000042564.13	ENSMUST00000230429	ENSMUST00000230429.1	0.2002	0.329
ENSMUSG00000042564	ENSMUSG00000042564.13	ENSMUST00000230475	ENSMUST00000230475.1	0.2002	0.329
ENSMUSG00000042564	ENSMUSG00000042564.13	ENSMUST00000046816	ENSMUST00000046816.7	0.2002	0.329
ENSMUSG00000042564	ENSMUSG00000042564.13	ENSMUST00000231126	ENSMUST00000231126.1	0.2002	0.329
ENSMUSG00000042564	ENSMUSG00000042564.13	ENSMUST00000109646	ENSMUST00000109646.8	0.2002	0.329
ENSMUSG00000042564	ENSMUSG00000042564.13	ENSMUST00000109648	ENSMUST00000109648.8	0.2002	0.329
ENSMUSG00000103580	ENSMUSG00000103580.1	ENSMUST00000194341	ENSMUST00000194341.1		
ENSMUSG00000096521	ENSMUSG00000096521.1	ENSMUST00000118035	ENSMUST00000118035.2		
ENSMUSG00000028790	ENSMUSG00000028790.13	ENSMUST00000129342	ENSMUST00000129342.7	0.0055	0.0973
ENSMUSG00000028790	ENSMUSG00000028790.13	ENSMUST00000139936	ENSMUST00000139936.1	0.0055	0.0973
ENSMUSG00000028790	ENSMUSG00000028790.13	ENSMUST00000066257	ENSMUST00000066257.5	0.0055	0.0973
ENSMUSG00000028790	ENSMUSG00000028790.13	ENSMUST00000139281	ENSMUST00000139281.1	0.0055	0.0973
ENSMUSG00000033623	ENSMUSG00000033623.13	ENSMUST00000112597	ENSMUST00000112597.7	0	0
ENSMUSG00000033623	ENSMUSG00000033623.13	ENSMUST00000046975	ENSMUST00000046975.11	0	0
ENSMUSG00000033623	ENSMUSG00000033623.13	ENSMUST00000138264	ENSMUST00000138264.7	0	0
ENSMUSG00000033623	ENSMUSG00000033623.13	ENSMUST00000143973	ENSMUST00000143973.1	0	0
ENSMUSG00000033623	ENSMUSG00000033623.13	ENSMUST00000151897	ENSMUST00000151897.1	0	0
ENSMUSG00000093479	ENSMUSG00000093479.1	ENSMUST00000176157	ENSMUST00000176157.1		
ENSMUSG00000103586	ENSMUSG00000103586.5	ENSMUST00000193357	ENSMUST00000193357.5		
ENSMUSG00000103586	ENSMUSG00000103586.5	ENSMUST00000192753	ENSMUST00000192753.1		
ENSMUSG00000091624	ENSMUSG00000091624.2	ENSMUST00000233198	ENSMUST00000233198.1	0.1269	0.2536
ENSMUSG00000091624	ENSMUSG00000091624.2	ENSMUST00000233198	ENSMUST00000233198.1	0.1341	0.2604
ENSMUSG00000091624	ENSMUSG00000091624.2	ENSMUST00000233547	ENSMUST00000233547.1	0.1269	0.2536
ENSMUSG00000091624	ENSMUSG00000091624.2	ENSMUST00000233547	ENSMUST00000233547.1	0.1341	0.2604
ENSMUSG00000091624	ENSMUSG00000091624.2	ENSMUST00000170419	ENSMUST00000170419.2	0.1269	0.2536
ENSMUSG00000091624	ENSMUSG00000091624.2	ENSMUST00000170419	ENSMUST00000170419.2	0.1341	0.2604
ENSMUSG00000091624	ENSMUSG00000091624.2	ENSMUST00000233835	ENSMUST00000233835.1	0.1269	0.2536
ENSMUSG00000091624	ENSMUSG00000091624.2	ENSMUST00000233835	ENSMUST00000233835.1	0.1341	0.2604
ENSMUSG00000109758	ENSMUSG00000109758.1	ENSMUST00000211196	ENSMUST00000211196.1		
ENSMUSG00000093565	ENSMUSG00000093565.1	ENSMUST00000176921	ENSMUST00000176921.1		
ENSMUSG00000093565	ENSMUSG00000093565.1	ENSMUST00000176215	ENSMUST00000176215.1		
ENSMUSG00000073077	ENSMUSG00000073077.7	ENSMUST00000197180	ENSMUST00000197180.5		
ENSMUSG00000073077	ENSMUSG00000073077.7	ENSMUST00000199433	ENSMUST00000199433.1		
ENSMUSG00000073077	ENSMUSG00000073077.7	ENSMUST00000196318	ENSMUST00000196318.1		
ENSMUSG00000073077	ENSMUSG00000073077.7	ENSMUST00000101410	ENSMUST00000101410.2		
ENSMUSG00000073077	ENSMUSG00000073077.7	ENSMUST00000114021	ENSMUST00000114021.3		
ENSMUSG00000073077	ENSMUSG00000073077.7	ENSMUST00000179788	ENSMUST00000179788.1		
ENSMUSG00000100560	ENSMUSG00000100560.1	ENSMUST00000187388	ENSMUST00000187388.1		
ENSMUSG00000106799	ENSMUSG00000106799.1	ENSMUST00000201324	ENSMUST00000201324.1		
ENSMUSG00000106799	ENSMUSG00000106799.1	ENSMUST00000201080	ENSMUST00000201080.1		
ENSMUSG00000027379	ENSMUSG00000027379.13	ENSMUST00000028858	ENSMUST00000028858.7	0.0379	0.1157
ENSMUSG00000027379	ENSMUSG00000027379.13	ENSMUST00000133943	ENSMUST00000133943.1	0.0379	0.1157
ENSMUSG00000027379	ENSMUSG00000027379.13	ENSMUST00000143824	ENSMUST00000143824.1	0.0379	0.1157
ENSMUSG00000027379	ENSMUSG00000027379.13	ENSMUST00000153048	ENSMUST00000153048.7	0.0379	0.1157
ENSMUSG00000027379	ENSMUSG00000027379.13	ENSMUST00000138624	ENSMUST00000138624.1	0.0379	0.1157
ENSMUSG00000033227	ENSMUSG00000033227.7	ENSMUST00000006716	ENSMUST00000006716.7	0.0025	0.1678
ENSMUSG00000033227	ENSMUSG00000033227.7	ENSMUST00000189544	ENSMUST00000189544.1	0.0025	0.1678
ENSMUSG00000101478	ENSMUSG00000101478.1	ENSMUST00000187743	ENSMUST00000187743.1		
ENSMUSG00000107127	ENSMUSG00000107127.1	ENSMUST00000202067	ENSMUST00000202067.1		
ENSMUSG00000101283	ENSMUSG00000101283.1	ENSMUST00000186800	ENSMUST00000186800.1		
ENSMUSG00000117423	ENSMUSG00000117423.1	ENSMUST00000234740	ENSMUST00000234740.1		
ENSMUSG00000117423	ENSMUSG00000117423.1	ENSMUST00000234764	ENSMUST00000234764.1		
ENSMUSG00000098987	ENSMUSG00000098987.1	ENSMUST00000184198	ENSMUST00000184198.1		
ENSMUSG00000008845	ENSMUSG00000008845.9	ENSMUST00000032234	ENSMUST00000032234.4	0.0582	0.2029
ENSMUSG00000008845	ENSMUSG00000008845.9	ENSMUST00000112541	ENSMUST00000112541.7	0.0582	0.2029
ENSMUSG00000008845	ENSMUSG00000008845.9	ENSMUST00000203210	ENSMUST00000203210.1	0.0582	0.2029
ENSMUSG00000114770	ENSMUSG00000114770.1	ENSMUST00000224589	ENSMUST00000224589.1		
ENSMUSG00000066897	ENSMUSG00000066897.8	ENSMUST00000086474	ENSMUST00000086474.5	0.0596	0.1779
ENSMUSG00000066897	ENSMUSG00000066897.8	ENSMUST00000086474	ENSMUST00000086474.5	0.0755	0.1461
ENSMUSG00000114946	ENSMUSG00000114946.1	ENSMUST00000226077	ENSMUST00000226077.1		
ENSMUSG00000033597	ENSMUSG00000033597.9	ENSMUST00000234171	ENSMUST00000234171.1	0.0108	0.1418
ENSMUSG00000033597	ENSMUSG00000033597.9	ENSMUST00000024958	ENSMUST00000024958.8	0.0108	0.1418
ENSMUSG00000033597	ENSMUSG00000033597.9	ENSMUST00000234717	ENSMUST00000234717.1	0.0108	0.1418
ENSMUSG00000033597	ENSMUSG00000033597.9	ENSMUST00000234030	ENSMUST00000234030.1	0.0108	0.1418
ENSMUSG00000033597	ENSMUSG00000033597.9	ENSMUST00000235032	ENSMUST00000235032.1	0.0108	0.1418
ENSMUSG00000102348	ENSMUSG00000102348.1	ENSMUST00000193244	ENSMUST00000193244.1		
ENSMUSG00000099472	ENSMUSG00000099472.1	ENSMUST00000188031	ENSMUST00000188031.1		
ENSMUSG00000033526	ENSMUSG00000033526.16	ENSMUST00000052029	ENSMUST00000052029.9	0.0214	0.1519
ENSMUSG00000033526	ENSMUSG00000033526.16	ENSMUST00000110628	ENSMUST00000110628.7	0.0214	0.1519
ENSMUSG00000033526	ENSMUSG00000033526.16	ENSMUST00000110627	ENSMUST00000110627.7	0.0214	0.1519
ENSMUSG00000033526	ENSMUSG00000033526.16	ENSMUST00000110626	ENSMUST00000110626.7	0.0214	0.1519
ENSMUSG00000033526	ENSMUSG00000033526.16	ENSMUST00000110625	ENSMUST00000110625.7	0.0214	0.1519
ENSMUSG00000033526	ENSMUSG00000033526.16	ENSMUST00000132114	ENSMUST00000132114.7	0.0214	0.1519
ENSMUSG00000033526	ENSMUSG00000033526.16	ENSMUST00000132613	ENSMUST00000132613.7	0.0214	0.1519
ENSMUSG00000033526	ENSMUSG00000033526.16	ENSMUST00000127255	ENSMUST00000127255.7	0.0214	0.1519
ENSMUSG00000033526	ENSMUSG00000033526.16	ENSMUST00000155568	ENSMUST00000155568.2	0.0214	0.1519
ENSMUSG00000033526	ENSMUSG00000033526.16	ENSMUST00000132617	ENSMUST00000132617.7	0.0214	0.1519
ENSMUSG00000033526	ENSMUSG00000033526.16	ENSMUST00000134644	ENSMUST00000134644.7	0.0214	0.1519
ENSMUSG00000033526	ENSMUSG00000033526.16	ENSMUST00000142364	ENSMUST00000142364.7	0.0214	0.1519
ENSMUSG00000033526	ENSMUSG00000033526.16	ENSMUST00000150081	ENSMUST00000150081.7	0.0214	0.1519
ENSMUSG00000033526	ENSMUSG00000033526.16	ENSMUST00000137087	ENSMUST00000137087.1	0.0214	0.1519
ENSMUSG00000033526	ENSMUSG00000033526.16	ENSMUST00000129276	ENSMUST00000129276.7	0.0214	0.1519
ENSMUSG00000033526	ENSMUSG00000033526.16	ENSMUST00000131661	ENSMUST00000131661.7	0.0214	0.1519
ENSMUSG00000033526	ENSMUSG00000033526.16	ENSMUST00000140764	ENSMUST00000140764.7	0.0214	0.1519
ENSMUSG00000033526	ENSMUSG00000033526.16	ENSMUST00000134796	ENSMUST00000134796.2	0.0214	0.1519
ENSMUSG00000060879	ENSMUSG00000060879.3	ENSMUST00000075377	ENSMUST00000075377.3		
ENSMUSG00000094832	ENSMUSG00000094832.1	ENSMUST00000179257	ENSMUST00000179257.1		
ENSMUSG00000086604	ENSMUSG00000086604.2	ENSMUST00000123644	ENSMUST00000123644.2		
ENSMUSG00000086604	ENSMUSG00000086604.2	ENSMUST00000145534	ENSMUST00000145534.1		
ENSMUSG00000104913	ENSMUSG00000104913.1	ENSMUST00000198588	ENSMUST00000198588.1		
ENSMUSG00000015291	ENSMUSG00000015291.10	ENSMUST00000015435	ENSMUST00000015435.10	0.0031	0.1121
ENSMUSG00000015291	ENSMUSG00000015291.10	ENSMUST00000146013	ENSMUST00000146013.7	0.0031	0.1121
ENSMUSG00000015291	ENSMUSG00000015291.10	ENSMUST00000145580	ENSMUST00000145580.7	0.0031	0.1121
ENSMUSG00000015291	ENSMUSG00000015291.10	ENSMUST00000149391	ENSMUST00000149391.7	0.0031	0.1121
ENSMUSG00000015291	ENSMUSG00000015291.10	ENSMUST00000153141	ENSMUST00000153141.1	0.0031	0.1121
ENSMUSG00000015291	ENSMUSG00000015291.10	ENSMUST00000128915	ENSMUST00000128915.1	0.0031	0.1121
ENSMUSG00000015291	ENSMUSG00000015291.10	ENSMUST00000144317	ENSMUST00000144317.1	0.0031	0.1121
ENSMUSG00000015291	ENSMUSG00000015291.10	ENSMUST00000130581	ENSMUST00000130581.1	0.0031	0.1121
ENSMUSG00000015291	ENSMUSG00000015291.10	ENSMUST00000137447	ENSMUST00000137447.7	0.0031	0.1121
ENSMUSG00000015291	ENSMUSG00000015291.10	ENSMUST00000135041	ENSMUST00000135041.1	0.0031	0.1121
ENSMUSG00000095864	ENSMUSG00000095864.2	ENSMUST00000228213	ENSMUST00000228213.1		
ENSMUSG00000095864	ENSMUSG00000095864.2	ENSMUST00000226525	ENSMUST00000226525.1		
ENSMUSG00000095864	ENSMUSG00000095864.2	ENSMUST00000227320	ENSMUST00000227320.1		
ENSMUSG00000095864	ENSMUSG00000095864.2	ENSMUST00000164446	ENSMUST00000164446.1		
ENSMUSG00000038884	ENSMUSG00000038884.14	ENSMUST00000043911	ENSMUST00000043911.7	0.0062	0.2213
ENSMUSG00000038884	ENSMUSG00000038884.14	ENSMUST00000175820	ENSMUST00000175820.7	0.0062	0.2213
ENSMUSG00000038884	ENSMUSG00000038884.14	ENSMUST00000176142	ENSMUST00000176142.7	0.0062	0.2213
ENSMUSG00000038884	ENSMUSG00000038884.14	ENSMUST00000177067	ENSMUST00000177067.7	0.0062	0.2213
ENSMUSG00000038884	ENSMUSG00000038884.14	ENSMUST00000176990	ENSMUST00000176990.1	0.0062	0.2213
ENSMUSG00000106181	ENSMUSG00000106181.1	ENSMUST00000199146	ENSMUST00000199146.1		
ENSMUSG00000072813	ENSMUSG00000072813.5	ENSMUST00000071182	ENSMUST00000071182.7	0.2986	0.3469
ENSMUSG00000113399	ENSMUSG00000113399.1	ENSMUST00000222876	ENSMUST00000222876.1		
ENSMUSG00000090855	ENSMUSG00000090855.1	ENSMUST00000168439	ENSMUST00000168439.1		
ENSMUSG00000106379	ENSMUSG00000106379.1	ENSMUST00000197992	ENSMUST00000197992.1		
ENSMUSG00000106379	ENSMUSG00000106379.1	ENSMUST00000196406	ENSMUST00000196406.1		
ENSMUSG00000043290	ENSMUSG00000043290.6	ENSMUST00000062428	ENSMUST00000062428.4	0.0294	0.178
ENSMUSG00000038371	ENSMUSG00000038371.15	ENSMUST00000164759	ENSMUST00000164759.7	0.013	0.1596
ENSMUSG00000038371	ENSMUSG00000038371.15	ENSMUST00000166020	ENSMUST00000166020.7	0.013	0.1596
ENSMUSG00000038371	ENSMUSG00000038371.15	ENSMUST00000165992	ENSMUST00000165992.1	0.013	0.1596
ENSMUSG00000038371	ENSMUSG00000038371.15	ENSMUST00000164599	ENSMUST00000164599.7	0.013	0.1596
ENSMUSG00000038371	ENSMUSG00000038371.15	ENSMUST00000169740	ENSMUST00000169740.1	0.013	0.1596
ENSMUSG00000038371	ENSMUSG00000038371.15	ENSMUST00000164525	ENSMUST00000164525.1	0.013	0.1596
ENSMUSG00000038371	ENSMUSG00000038371.15	ENSMUST00000165449	ENSMUST00000165449.7	0.013	0.1596
ENSMUSG00000038371	ENSMUSG00000038371.15	ENSMUST00000171378	ENSMUST00000171378.7	0.013	0.1596
ENSMUSG00000038371	ENSMUSG00000038371.15	ENSMUST00000164559	ENSMUST00000164559.1	0.013	0.1596
ENSMUSG00000038371	ENSMUSG00000038371.15	ENSMUST00000167880	ENSMUST00000167880.7	0.013	0.1596
ENSMUSG00000038371	ENSMUSG00000038371.15	ENSMUST00000171218	ENSMUST00000171218.7	0.013	0.1596
ENSMUSG00000038371	ENSMUSG00000038371.15	ENSMUST00000166885	ENSMUST00000166885.1	0.013	0.1596
ENSMUSG00000038371	ENSMUSG00000038371.15	ENSMUST00000211732	ENSMUST00000211732.1	0.013	0.1596
ENSMUSG00000038371	ENSMUSG00000038371.15	ENSMUST00000167652	ENSMUST00000167652.1	0.013	0.1596
ENSMUSG00000038371	ENSMUSG00000038371.15	ENSMUST00000033058	ENSMUST00000033058.13	0.013	0.1596
ENSMUSG00000080944	ENSMUSG00000080944.1	ENSMUST00000122147	ENSMUST00000122147.1		
ENSMUSG00000006342	ENSMUSG00000006342.15	ENSMUST00000095541	ENSMUST00000095541.10	0.0573	0.3159
ENSMUSG00000006342	ENSMUSG00000006342.15	ENSMUST00000218896	ENSMUST00000218896.1	0.0573	0.3159
ENSMUSG00000006342	ENSMUSG00000006342.15	ENSMUST00000219733	ENSMUST00000219733.1	0.0573	0.3159
ENSMUSG00000006342	ENSMUSG00000006342.15	ENSMUST00000077610	ENSMUST00000077610.5	0.0573	0.3159
ENSMUSG00000081855	ENSMUSG00000081855.4	ENSMUST00000121001	ENSMUST00000121001.1		
ENSMUSG00000085300	ENSMUSG00000085300.1	ENSMUST00000146065	ENSMUST00000146065.1		
ENSMUSG00000106805	ENSMUSG00000106805.1	ENSMUST00000202063	ENSMUST00000202063.1		
ENSMUSG00000078091	ENSMUSG00000078091.2	ENSMUST00000238272	ENSMUST00000238272.1		
ENSMUSG00000078091	ENSMUSG00000078091.2	ENSMUST00000104891	ENSMUST00000104891.1		
ENSMUSG00000055633	ENSMUSG00000055633.6	ENSMUST00000069324	ENSMUST00000069324.6		
ENSMUSG00000055633	ENSMUSG00000055633.6	ENSMUST00000208570	ENSMUST00000208570.1		
ENSMUSG00000036151	ENSMUSG00000036151.15	ENSMUST00000110160	ENSMUST00000110160.8	0.0419	0.17
ENSMUSG00000036151	ENSMUSG00000036151.15	ENSMUST00000049197	ENSMUST00000049197.5	0.0419	0.17
ENSMUSG00000036151	ENSMUSG00000036151.15	ENSMUST00000148015	ENSMUST00000148015.1	0.0419	0.17
ENSMUSG00000036151	ENSMUSG00000036151.15	ENSMUST00000149928	ENSMUST00000149928.7	0.0419	0.17
ENSMUSG00000036151	ENSMUSG00000036151.15	ENSMUST00000124742	ENSMUST00000124742.1	0.0419	0.17
ENSMUSG00000105156	ENSMUSG00000105156.1	ENSMUST00000198791	ENSMUST00000198791.1		
ENSMUSG00000103402	ENSMUSG00000103402.1	ENSMUST00000194308	ENSMUST00000194308.1		
ENSMUSG00000055670	ENSMUSG00000055670.14	ENSMUST00000150551	ENSMUST00000150551.7	0.0165	0.1371
ENSMUSG00000055670	ENSMUSG00000055670.14	ENSMUST00000207107	ENSMUST00000207107.1	0.0165	0.1371
ENSMUSG00000055670	ENSMUSG00000055670.14	ENSMUST00000145393	ENSMUST00000145393.1	0.0165	0.1371
ENSMUSG00000055670	ENSMUSG00000055670.14	ENSMUST00000152481	ENSMUST00000152481.7	0.0165	0.1371
ENSMUSG00000055670	ENSMUSG00000055670.14	ENSMUST00000152063	ENSMUST00000152063.1	0.0165	0.1371
ENSMUSG00000055670	ENSMUSG00000055670.14	ENSMUST00000125122	ENSMUST00000125122.1	0.0165	0.1371
ENSMUSG00000055670	ENSMUSG00000055670.14	ENSMUST00000069395	ENSMUST00000069395.6	0.0165	0.1371
ENSMUSG00000055670	ENSMUSG00000055670.14	ENSMUST00000172220	ENSMUST00000172220.7	0.0165	0.1371
